timestamp,machine_id,machine_type,servo_motor_rpm,hydraulic_pressure_psi,temperature_celsius,vibration_mm_per_s,operation_time_hours,cycle_count,joint_wear_percent,status,time_since_maintenance,hour_of_day,day_of_week
2025-04-04T00:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1160.13,1946.14,59.11,0.471,89.55,7355,22.6,NORMAL,89.55,0,4
2025-04-04T00:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1231.46,2064.39,67.49,0.714,90.89,7377,23.07,NORMAL,90.89,0,4
2025-04-04T00:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1207.93,1904.55,63.49,0.52,91.17,7297,25.21,NORMAL,91.17,0,4
2025-04-04T00:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1149.28,1939.08,64.05,0.615,90.96,7025,24.1,NORMAL,90.96,0,4
2025-04-04T01:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1190.55,1984.25,66.67,0.698,89.61,7369,21.41,NORMAL,89.61,1,4
2025-04-04T01:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1192.67,1952.67,71.35,0.731,90.98,7385,29.18,NORMAL,90.98,1,4
2025-04-04T01:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1200.8,2022.96,66.25,0.724,91.34,7304,22.66,NORMAL,91.34,1,4
2025-04-04T01:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1164.67,1922.66,67.45,0.666,91.02,7036,17.16,NORMAL,91.02,1,4
2025-04-04T02:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1157.27,1903.01,60.96,0.541,89.68,7377,21.21,NORMAL,89.68,2,4
2025-04-04T02:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1174.51,1989.1,63.94,0.467,91.04,7395,31.83,NORMAL,91.04,2,4
2025-04-04T02:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1185.46,1946.87,68.1,0.471,91.45,7315,20.63,NORMAL,91.45,2,4
2025-04-04T02:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1188.69,1931.17,65.34,0.574,91.09,7045,25.27,NORMAL,91.09,2,4
2025-04-04T03:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1198.75,1937.14,69.79,0.549,89.82,7390,23.03,NORMAL,89.82,3,4
2025-04-04T03:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1185.2,2042.58,68.06,0.503,91.2,7404,29.38,NORMAL,91.2,3,4
2025-04-04T03:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1159.02,2094.52,65.38,0.524,91.61,7327,18.66,NORMAL,91.61,3,4
2025-04-04T03:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1248.93,1987.3,66.29,0.654,91.26,7059,22.9,NORMAL,91.26,3,4
2025-04-04T04:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1197.31,2028.77,61.66,0.563,89.95,7404,25.4,NORMAL,89.95,4,4
2025-04-04T04:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1160.11,2098.52,61.53,0.394,91.37,7416,29.65,NORMAL,91.37,4,4
2025-04-04T04:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1238.73,1974.23,67.87,0.566,91.73,7333,19.75,NORMAL,91.73,4,4
2025-04-04T04:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1208.25,1973.75,60.76,0.59,91.39,7072,24.34,NORMAL,91.39,4,4
2025-04-04T05:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1074.0,2028.77,61.66,0.563,90.02,7414,25.4,FAILURE,90.02,5,4
2025-04-04T05:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1176.06,2058.05,70.17,0.278,91.45,7428,25.31,NORMAL,91.45,5,4
2025-04-04T05:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1228.96,2109.78,61.8,0.447,91.92,7339,20.62,NORMAL,91.92,5,4
2025-04-04T05:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1161.2,1953.42,71.01,0.581,91.57,7077,23.46,NORMAL,91.57,5,4
2025-04-04T06:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1166.27,1940.86,67.67,0.693,90.2,7425,20.47,NORMAL,90.2,6,4
2025-04-04T06:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1153.04,2079.53,63.24,0.335,91.56,7438,22.12,NORMAL,91.56,6,4
2025-04-04T06:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1167.61,2110.1,60.69,0.597,92.1,7344,26.13,NORMAL,92.1,6,4
2025-04-04T06:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1238.84,2108.75,63.08,0.542,91.65,7084,23.72,NORMAL,91.65,6,4
2025-04-04T07:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1257.64,1940.42,65.63,0.51,90.29,7439,26.59,NORMAL,90.29,7,4
2025-04-04T07:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1178.18,2092.25,60.49,0.412,91.75,7452,25.35,NORMAL,91.75,7,4
2025-04-04T07:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1167.61,2110.1,78.56,0.597,92.29,7349,26.13,FAILURE,92.29,7,4
2025-04-04T07:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1222.14,2033.25,71.19,0.541,91.8,7099,26.67,NORMAL,91.8,7,4
2025-04-04T08:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1257.64,1940.42,88.6,0.51,90.44,7444,26.59,NORMAL,90.44,8,4
2025-04-04T08:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1252.17,2090.63,70.36,0.631,91.81,7467,30.39,NORMAL,91.81,8,4
2025-04-04T08:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1401.65,2110.1,78.56,0.597,92.36,7354,26.13,NORMAL,92.36,8,4
2025-04-04T08:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1213.25,1909.04,61.73,0.449,91.91,7104,24.98,NORMAL,91.91,8,4
2025-04-04T09:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1241.76,2063.7,68.1,0.684,90.54,7449,18.32,NORMAL,90.54,9,4
2025-04-04T09:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1174.05,2116.02,68.1,0.436,91.89,7475,25.46,NORMAL,91.89,9,4
2025-04-04T09:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1163.03,2016.79,66.79,0.496,92.43,7369,16.95,NORMAL,92.43,9,4
2025-04-04T09:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1232.82,1926.07,66.12,0.544,92.05,7118,18.29,NORMAL,92.05,9,4
2025-04-04T10:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1146.63,2052.14,67.93,0.669,90.71,7464,23.38,NORMAL,90.71,10,4
2025-04-04T10:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1174.68,1891.93,65.22,0.311,91.96,7484,28.56,NORMAL,91.96,10,4
2025-04-04T10:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1159.76,2096.24,64.28,0.35,92.54,7377,17.4,NORMAL,92.54,10,4
2025-04-04T10:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1234.2,2073.66,70.01,0.671,92.17,7131,20.84,NORMAL,92.17,10,4
2025-04-04T11:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1222.42,2072.18,69.14,0.472,90.84,7479,26.84,NORMAL,90.84,11,4
2025-04-04T11:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1348.4,1891.93,65.22,0.311,92.06,7496,28.56,FAILURE,92.06,11,4
2025-04-04T11:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1162.41,2006.8,62.93,0.378,92.73,7385,25.63,NORMAL,92.73,11,4
2025-04-04T11:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1165.58,2050.92,60.4,0.46,92.25,7138,25.15,NORMAL,92.25,11,4
2025-04-04T12:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1170.51,1971.91,69.75,0.573,90.97,7493,20.76,NORMAL,90.97,12,4
2025-04-04T12:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1390.43,1891.93,65.22,0.311,92.13,7511,28.56,FAILURE,92.13,12,4
2025-04-04T12:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1227.05,1918.89,63.69,0.717,92.79,7391,22.17,NORMAL,92.79,12,4
2025-04-04T12:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1165.58,2050.92,77.41,0.46,92.43,7151,25.15,FAILURE,92.43,12,4
2025-04-04T13:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1234.57,1887.84,60.77,0.393,91.09,7506,27.34,NORMAL,91.09,13,4
2025-04-04T13:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1158.0,1968.81,60.94,0.527,92.25,7521,27.8,NORMAL,92.25,13,4
2025-04-04T13:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1228.79,2004.27,58.88,0.576,92.94,7397,19.97,NORMAL,92.94,13,4
2025-04-04T13:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1210.85,2047.71,59.67,0.459,92.61,7161,22.25,NORMAL,92.61,13,4
2025-04-04T14:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1172.98,1991.38,59.87,0.64,91.24,7515,21.26,NORMAL,91.24,14,4
2025-04-04T14:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1146.11,2076.68,59.93,0.408,92.34,7533,32.19,NORMAL,92.34,14,4
2025-04-04T14:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1182.36,1977.24,64.2,0.305,93.06,7409,17.84,NORMAL,93.06,14,4
2025-04-04T14:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1238.28,2018.19,69.68,0.365,92.68,7169,22.19,NORMAL,92.68,14,4
2025-04-04T15:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1176.23,1892.4,62.6,0.654,91.38,7530,26.85,NORMAL,91.38,15,4
2025-04-04T15:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1143.17,1888.02,58.62,0.262,92.45,7547,28.3,NORMAL,92.45,15,4
2025-04-04T15:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1153.44,1886.54,69.68,0.431,93.25,7421,26.09,NORMAL,93.25,15,4
2025-04-04T15:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1188.16,2091.43,66.0,0.315,92.83,7184,24.56,NORMAL,92.83,15,4
2025-04-04T16:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1190.48,1977.51,59.07,0.601,91.48,7537,21.06,NORMAL,91.48,16,4
2025-04-04T16:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1175.01,1942.43,70.66,0.615,92.54,7554,27.62,NORMAL,92.54,16,4
2025-04-04T16:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1156.36,1997.74,65.06,0.628,93.39,7426,25.13,NORMAL,93.39,16,4
2025-04-04T16:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1205.98,2022.44,59.33,0.629,92.99,7190,25.01,NORMAL,92.99,16,4
2025-04-04T17:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1255.57,1968.34,65.73,0.546,91.59,7552,24.23,NORMAL,91.59,17,4
2025-04-04T17:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1218.12,1924.74,65.11,0.473,92.7,7559,26.77,NORMAL,92.7,17,4
2025-04-04T17:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1143.57,2000.89,68.61,0.281,93.52,7441,23.73,NORMAL,93.52,17,4
2025-04-04T17:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1205.98,2022.44,59.33,1.866,93.13,7195,25.01,FAILURE,93.13,17,4
2025-04-04T18:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1209.6,1896.81,69.12,0.529,91.66,7558,21.58,NORMAL,91.66,18,4
2025-04-04T18:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1208.71,1966.33,70.1,0.308,92.78,7570,32.07,NORMAL,92.78,18,4
2025-04-04T18:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1251.09,2024.23,67.74,0.33,93.68,7451,20.27,NORMAL,93.68,18,4
2025-04-04T18:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1191.09,1962.28,70.08,0.556,93.19,7208,20.01,NORMAL,93.19,18,4
2025-04-04T19:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1237.42,1907.55,58.91,0.534,91.76,7570,18.9,NORMAL,91.76,19,4
2025-04-04T19:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1206.31,1951.53,65.02,0.267,92.87,7575,24.9,NORMAL,92.87,19,4
2025-04-04T19:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1254.82,2102.63,64.32,0.467,93.79,7458,17.36,NORMAL,93.79,19,4
2025-04-04T19:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1207.05,2108.47,62.62,0.579,93.33,7213,18.02,NORMAL,93.33,19,4
2025-04-04T20:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1152.68,2048.02,68.98,0.733,91.96,7582,25.58,NORMAL,91.96,20,4
2025-04-04T20:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1206.31,2297.38,65.02,0.267,92.96,7589,24.9,NORMAL,92.96,20,4
2025-04-04T20:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1245.77,1961.55,62.78,0.506,93.92,7467,20.18,NORMAL,93.92,20,4
2025-04-04T20:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1217.21,2012.52,64.12,0.722,93.41,7224,19.97,NORMAL,93.41,20,4
2025-04-04T21:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1009.81,2048.02,68.98,0.733,92.11,7593,25.58,FAILURE,92.11,21,4
2025-04-04T21:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1249.26,2021.27,60.07,0.279,93.09,7603,22.72,NORMAL,93.09,21,4
2025-04-04T21:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1241.34,1996.71,66.38,0.491,94.04,7476,17.6,NORMAL,94.04,21,4
2025-04-04T21:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1161.56,1941.42,64.65,0.51,93.47,7233,23.05,NORMAL,93.47,21,4
2025-04-04T22:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1159.53,1921.3,69.11,0.289,92.2,7607,25.59,NORMAL,92.2,22,4
2025-04-04T22:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1169.08,1928.15,60.25,0.453,93.28,7617,31.37,NORMAL,93.28,22,4
2025-04-04T22:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1181.1,1982.67,61.55,0.27,94.21,7489,19.25,NORMAL,94.21,22,4
2025-04-04T22:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1212.57,2109.54,68.73,0.262,93.56,7243,25.46,NORMAL,93.56,22,4
2025-04-04T23:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1176.84,2081.6,61.58,0.346,92.29,7621,25.79,NORMAL,92.29,23,4
2025-04-04T23:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1145.31,2080.74,67.91,0.565,93.47,7626,28.0,NORMAL,93.47,23,4
2025-04-04T23:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1180.52,1903.61,61.4,0.397,94.39,7500,20.09,NORMAL,94.39,23,4
2025-04-04T23:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1212.57,2109.54,79.72,0.262,93.66,7257,25.46,NORMAL,93.66,23,4
2025-04-05T00:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1165.69,1900.42,64.78,0.31,92.48,7634,22.18,NORMAL,92.48,0,5
2025-04-05T00:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1168.02,2005.55,62.82,0.307,93.67,7636,31.76,NORMAL,93.67,0,5
2025-04-05T00:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1172.77,1931.04,64.14,0.607,94.54,7512,21.84,NORMAL,94.54,0,5
2025-04-05T00:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1212.57,2356.23,79.72,0.262,93.73,7265,25.46,NORMAL,93.73,0,5
2025-04-05T01:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1165.69,1900.42,64.78,1.161,92.61,7649,22.18,NORMAL,92.61,1,5
2025-04-05T01:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1499.03,2005.55,62.82,0.307,93.75,7643,31.76,NORMAL,93.75,1,5
2025-04-05T01:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1207.27,2101.93,67.41,0.284,94.67,7518,21.58,NORMAL,94.67,1,5
2025-04-05T01:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1170.24,2060.52,64.06,0.606,93.89,7279,26.32,NORMAL,93.89,1,5
2025-04-05T02:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1165.86,1920.83,66.67,0.398,92.76,7661,27.07,NORMAL,92.76,2,5
2025-04-05T02:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1157.23,2043.62,71.27,0.494,93.94,7655,30.5,NORMAL,93.94,2,5
2025-04-05T02:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1231.95,1923.63,70.9,0.667,94.86,7528,17.53,NORMAL,94.86,2,5
2025-04-05T02:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1227.37,1913.34,70.42,0.37,94.03,7291,25.88,NORMAL,94.03,2,5
2025-04-05T03:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1146.17,1904.72,67.64,0.566,92.81,7668,23.31,NORMAL,92.81,3,5
2025-04-05T03:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1205.98,1925.01,63.58,0.558,94.06,7661,31.73,NORMAL,94.06,3,5
2025-04-05T03:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1231.95,1923.63,70.9,1.647,94.96,7538,17.53,FAILURE,94.96,3,5
2025-04-05T03:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1183.03,2031.88,71.21,0.475,94.11,7298,19.96,NORMAL,94.11,3,5
2025-04-05T04:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1143.05,1898.33,66.92,0.346,92.93,7683,22.44,NORMAL,92.93,4,5
2025-04-05T04:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1150.32,1954.06,60.44,0.54,94.12,7669,29.53,NORMAL,94.12,4,5
2025-04-05T04:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1224.5,2050.89,70.25,0.278,95.11,7546,24.69,NORMAL,95.11,4,5
2025-04-05T04:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1188.79,1923.54,60.73,0.383,94.24,7305,23.46,NORMAL,94.24,4,5
2025-04-05T05:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1201.71,1978.82,69.03,0.272,93.01,7691,23.85,NORMAL,93.01,5,5
2025-04-05T05:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1150.32,1954.06,76.68,0.54,94.23,7674,29.53,NORMAL,94.23,5,5
2025-04-05T05:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1173.94,2054.91,60.17,0.312,95.2,7559,22.31,NORMAL,95.2,5,5
2025-04-05T05:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1204.78,1964.5,64.73,0.374,94.44,7318,22.91,NORMAL,94.44,5,5
2025-04-05T06:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1190.87,1978.9,59.58,0.585,93.12,7701,21.12,NORMAL,93.12,6,5
2025-04-05T06:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1172.29,1892.27,71.03,0.565,94.33,7681,31.57,NORMAL,94.33,6,5
2025-04-05T06:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1174.11,1954.67,62.08,0.408,95.27,7567,23.44,NORMAL,95.27,6,5
2025-04-05T06:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1255.36,2112.62,68.68,0.345,94.52,7331,23.11,NORMAL,94.52,6,5
2025-04-05T07:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1146.09,1901.04,67.18,0.303,93.3,7706,26.65,NORMAL,93.3,7,5
2025-04-05T07:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1259.16,2070.74,62.49,0.41,94.41,7694,23.0,NORMAL,94.41,7,5
2025-04-05T07:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1246.09,1887.65,70.17,0.663,95.44,7577,20.56,NORMAL,95.44,7,5
2025-04-05T07:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1168.32,2041.4,66.84,0.534,94.7,7339,20.67,NORMAL,94.7,7,5
2025-04-05T08:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1148.13,2065.97,66.54,0.631,93.44,7713,25.02,NORMAL,93.44,8,5
2025-04-05T08:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1221.61,2067.7,61.13,0.678,94.46,7700,28.61,NORMAL,94.46,8,5
2025-04-05T08:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1228.58,1898.6,67.45,0.439,95.5,7583,19.19,NORMAL,95.5,8,5
2025-04-05T08:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1148.38,1986.16,67.46,0.44,94.82,7349,20.57,NORMAL,94.82,8,5
2025-04-05T09:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1193.58,2097.66,69.24,0.294,93.58,7728,26.42,NORMAL,93.58,9,5
2025-04-05T09:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1219.75,2007.53,66.96,0.353,94.64,7715,27.53,NORMAL,94.64,9,5
2025-04-05T09:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1228.58,2230.73,67.45,0.439,95.55,7588,19.19,FAILURE,95.55,9,5
2025-04-05T09:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1242.13,1890.75,61.04,0.539,94.89,7361,19.62,NORMAL,94.89,9,5
2025-04-05T10:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1189.59,1934.12,62.01,0.311,93.66,7743,19.9,NORMAL,93.66,10,5
2025-04-05T10:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1232.17,1973.86,60.64,0.473,94.84,7724,31.07,NORMAL,94.84,10,5
2025-04-05T10:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1183.91,1901.24,70.88,0.649,95.73,7602,19.23,NORMAL,95.73,10,5
2025-04-05T10:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1180.08,2105.49,70.67,0.431,94.99,7376,19.04,NORMAL,94.99,10,5
2025-04-05T11:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1257.87,1948.51,62.5,0.5,93.81,7750,23.72,NORMAL,93.81,11,5
2025-04-05T11:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1232.17,1973.86,60.64,1.786,94.94,7735,31.07,FAILURE,94.94,11,5
2025-04-05T11:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1214.57,2067.22,66.76,0.683,95.81,7609,23.67,NORMAL,95.81,11,5
2025-04-05T11:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1405.05,2105.49,70.67,0.431,95.17,7388,19.04,NORMAL,95.17,11,5
2025-04-05T12:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1236.99,2111.04,61.55,0.654,93.92,7755,20.57,NORMAL,93.92,12,5
2025-04-05T12:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1142.47,1927.13,62.19,0.596,95.11,7746,23.73,NORMAL,95.11,12,5
2025-04-05T12:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1146.9,1988.35,70.53,0.606,95.9,7619,20.26,NORMAL,95.9,12,5
2025-04-05T12:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1200.41,1978.37,70.4,0.389,95.3,7395,22.78,NORMAL,95.3,12,5
2025-04-05T13:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1159.26,2110.33,58.75,0.263,93.98,7766,27.13,NORMAL,93.98,13,5
2025-04-05T13:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1152.7,2105.58,69.23,0.638,95.19,7759,27.59,NORMAL,95.19,13,5
2025-04-05T13:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1156.2,1925.27,70.2,0.653,95.97,7624,22.45,NORMAL,95.97,13,5
2025-04-05T13:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1240.55,1926.82,63.35,0.568,95.47,7406,25.28,NORMAL,95.47,13,5
2025-04-05T14:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1156.81,2041.54,68.96,0.589,94.18,7778,28.51,NORMAL,94.18,14,5
2025-04-05T14:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1251.84,1894.88,62.14,0.307,95.25,7764,23.69,NORMAL,95.25,14,5
2025-04-05T14:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1205.63,2064.53,67.99,0.739,96.07,7632,18.05,NORMAL,96.07,14,5
2025-04-05T14:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1190.06,2106.29,65.66,0.435,95.53,7416,25.69,NORMAL,95.53,14,5
2025-04-05T15:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1182.59,1924.04,62.56,0.474,94.34,7789,28.14,NORMAL,94.34,15,5
2025-04-05T15:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1220.84,1941.8,58.45,0.342,95.35,7771,27.64,NORMAL,95.35,15,5
2025-04-05T15:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1205.63,2278.81,67.99,0.739,96.2,7640,18.05,FAILURE,96.2,15,5
2025-04-05T15:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1155.51,2088.82,69.09,0.43,95.67,7424,26.58,NORMAL,95.67,15,5
2025-04-05T16:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1238.53,1932.32,63.81,0.439,94.4,7804,24.16,NORMAL,94.4,16,5
2025-04-05T16:53:23.184923,ROB-ARM-5756d3,ROBOTIC_ARM,1244.48,2064.9,70.42,0.601,95.54,7785,26.99,NORMAL,95.54,16,5
2025-04-05T16:53:23.184923,ROB-ARM-cb4fee,ROBOTIC_ARM,1243.49,2066.11,70.92,0.272,96.3,7649,19.02,NORMAL,96.3,16,5
2025-04-05T16:53:23.184923,ROB-ARM-241e51,ROBOTIC_ARM,1190.67,2057.91,61.17,0.28,95.83,7433,20.87,NORMAL,95.83,16,5
2025-04-05T17:53:23.184923,ROB-ARM-11cb98,ROBOTIC_ARM,1235.26,1972.13,71.04,0.417,94.59,7814,28.87,NORMAL,94.59,17,5
