timestamp,machine_id,machine_type,welding_current_amps,welding_voltage_volts,electrode_temperature_celsius,cooling_system_temperature_celsius,alignment_accuracy_mm,vacuum_pressure_kpa,cell_voltage_uniformity_ratio,insulation_resistance_mohm,leakage_current_ma,electrode_wear_percent,operation_time_hours,batteries_produced,status,time_since_maintenance,hour_of_day,day_of_week
2025-03-20T08:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,145.13,27.22,322.88,28.08,0.043,54.36,0.9793,498.09,0.021,21.25,25.19,236,NORMAL,25.19,8,3
2025-03-20T09:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,148.59,27.29,318.76,26.42,0.055,54.91,0.9788,497.13,0.021,13.57,25.25,236,NORMAL,25.25,9,3
2025-03-20T09:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,145.29,27.62,313.57,26.34,0.048,55.95,0.9779,499.46,0.022,19.6,25.52,247,NORMAL,25.52,9,3
2025-03-20T09:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,146.19,28.96,319.19,21.95,0.057,53.1,0.9779,499.29,0.022,14.93,25.07,238,NORMAL,25.07,9,3
2025-03-20T09:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.94,27.76,319.99,22.4,0.047,54.53,0.9778,494.83,0.021,20.95,25.23,236,NORMAL,25.23,9,3
2025-03-20T10:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,147.54,29.02,323.04,23.16,0.048,54.95,0.9789,496.25,0.021,14.07,25.35,237,NORMAL,25.35,10,3
2025-03-20T10:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,151.0,27.12,311.01,22.04,0.067,55.95,0.9777,495.84,0.022,17.16,25.64,249,NORMAL,25.64,10,3
2025-03-20T10:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,146.19,28.96,319.19,21.95,0.12,49.48,0.9779,499.29,0.022,14.93,25.17,239,NORMAL,25.17,10,3
2025-03-20T10:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.78,27.6,326.66,22.84,0.03,53.44,0.9776,498.49,0.021,18.25,25.34,237,NORMAL,25.34,10,3
2025-03-20T11:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,147.54,29.02,358.52,37.56,0.048,54.95,0.9789,496.25,0.021,14.07,25.46,238,NORMAL,25.46,11,3
2025-03-20T11:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,153.81,28.82,326.3,27.74,0.044,53.11,0.9797,495.23,0.02,12.97,25.74,250,NORMAL,25.74,11,3
2025-03-20T11:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,147.34,27.15,309.75,25.83,0.051,54.0,0.9779,497.64,0.022,11.38,25.24,240,NORMAL,25.24,11,3
2025-03-20T11:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.83,26.96,329.07,24.68,0.073,56.85,0.979,498.51,0.022,19.36,25.39,237,NORMAL,25.39,11,3
2025-03-20T12:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,152.93,27.56,316.45,26.4,0.072,56.41,0.9787,497.98,0.021,11.73,25.53,238,NORMAL,25.53,12,3
2025-03-20T12:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,145.36,27.68,325.9,27.43,0.061,56.82,0.9773,499.69,0.022,16.49,25.86,252,NORMAL,25.86,12,3
2025-03-20T12:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,149.1,28.42,318.13,27.04,0.029,54.66,0.9788,497.96,0.02,16.24,25.31,241,NORMAL,25.31,12,3
2025-03-20T12:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,149.66,28.3,311.44,22.43,0.029,54.79,0.9797,495.69,0.022,15.38,25.51,239,NORMAL,25.51,12,3
2025-03-20T13:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,145.79,28.89,325.11,23.95,0.048,56.29,0.9783,497.76,0.022,19.29,25.59,239,NORMAL,25.59,13,3
2025-03-20T13:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,152.18,28.83,329.9,25.16,0.054,56.46,0.9796,499.05,0.022,11.67,25.91,252,NORMAL,25.91,13,3
2025-03-20T13:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,150.18,27.88,316.47,24.24,0.063,56.37,0.9793,499.27,0.021,19.58,25.4,242,NORMAL,25.4,13,3
2025-03-20T13:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.21,28.67,321.64,23.16,0.055,56.86,0.98,498.95,0.022,18.38,25.62,241,NORMAL,25.62,13,3
2025-03-20T14:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,145.46,27.87,322.81,24.15,0.049,55.59,0.9787,499.19,0.021,12.25,25.64,240,NORMAL,25.64,14,3
2025-03-20T14:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.47,27.73,314.24,27.52,0.043,53.38,0.9775,494.88,0.022,13.62,26.0,253,NORMAL,26.0,14,3
2025-03-20T14:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,144.83,27.67,325.42,24.56,0.051,56.85,0.979,499.47,0.021,19.86,25.49,243,NORMAL,25.49,14,3
2025-03-20T14:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.13,27.43,324.18,27.7,0.046,54.93,0.9798,497.68,0.02,21.64,25.73,243,NORMAL,25.73,14,3
2025-03-20T15:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,152.0,27.61,312.24,27.57,0.05,56.82,0.9777,497.9,0.022,11.91,25.7,241,NORMAL,25.7,15,3
2025-03-20T15:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.53,27.84,328.78,26.62,0.046,55.83,0.9788,496.34,0.021,16.09,26.11,254,NORMAL,26.11,15,3
2025-03-20T15:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,153.15,28.78,327.81,25.41,0.035,55.48,0.9782,495.22,0.02,18.46,25.55,243,NORMAL,25.55,15,3
2025-03-20T15:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.13,27.43,324.18,27.7,0.046,54.93,0.9002,372.32,0.112,21.64,25.84,244,NORMAL,25.84,15,3
2025-03-20T16:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,153.89,27.57,314.39,26.79,0.031,54.83,0.9788,498.36,0.022,18.13,25.81,242,NORMAL,25.81,16,3
2025-03-20T16:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,149.02,28.23,315.03,24.7,0.043,56.7,0.9792,497.5,0.021,14.74,26.19,255,NORMAL,26.19,16,3
2025-03-20T16:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,147.88,27.77,315.09,23.28,0.061,53.37,0.978,495.44,0.02,11.85,25.65,244,NORMAL,25.65,16,3
2025-03-20T16:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,149.51,27.76,323.92,26.52,0.07,53.59,0.9782,499.67,0.021,15.84,25.96,245,NORMAL,25.96,16,3
2025-03-20T17:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,153.16,27.29,315.4,24.66,0.048,53.21,0.9781,496.01,0.022,12.54,25.93,243,NORMAL,25.93,17,3
2025-03-20T17:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,148.69,28.71,312.4,24.68,0.063,54.07,0.9796,495.4,0.022,17.38,26.25,256,NORMAL,26.25,17,3
2025-03-20T17:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,147.04,27.95,316.05,23.77,0.062,53.71,0.9777,497.91,0.022,20.29,25.75,245,NORMAL,25.75,17,3
2025-03-20T17:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.17,27.1,312.12,28.16,0.056,53.92,0.9789,494.88,0.022,16.06,26.07,246,NORMAL,26.07,17,3
2025-03-20T18:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,146.14,28.68,319.62,23.19,0.07,53.9,0.9773,498.25,0.022,16.83,26.0,244,NORMAL,26.0,18,3
2025-03-20T18:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,153.21,28.47,313.43,22.51,0.07,55.63,0.9774,499.49,0.02,16.52,26.34,257,NORMAL,26.34,18,3
2025-03-20T18:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,150.57,28.06,312.7,23.63,0.06,54.15,0.9788,498.52,0.021,20.14,25.86,246,NORMAL,25.86,18,3
2025-03-20T18:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,150.87,27.05,329.07,23.14,0.052,53.92,0.9797,496.76,0.02,18.51,26.19,247,NORMAL,26.19,18,3
2025-03-20T19:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,151.73,27.51,324.43,27.42,0.049,55.42,0.9777,495.47,0.022,17.31,26.1,245,NORMAL,26.1,19,3
2025-03-20T19:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,153.94,28.49,321.41,23.38,0.034,53.84,0.9778,497.88,0.022,18.01,26.41,258,NORMAL,26.41,19,3
2025-03-20T19:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,152.72,28.36,319.76,24.11,0.035,54.89,0.9778,497.64,0.02,16.74,25.93,246,NORMAL,25.93,19,3
2025-03-20T19:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.04,28.91,324.0,26.32,0.065,53.21,0.9772,499.6,0.023,21.66,26.27,248,NORMAL,26.27,19,3
2025-03-20T20:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,151.73,27.51,357.47,34.55,0.049,55.42,0.9777,495.47,0.022,17.31,26.2,246,NORMAL,26.2,20,3
2025-03-20T20:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,144.93,28.95,314.42,27.91,0.058,55.51,0.9781,497.78,0.022,13.19,26.53,260,NORMAL,26.53,20,3
2025-03-20T20:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.93,28.8,327.34,26.62,0.036,55.29,0.9791,499.93,0.022,14.21,25.98,246,NORMAL,25.98,20,3
2025-03-20T20:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,148.37,27.89,314.33,23.12,0.05,54.57,0.9786,498.02,0.021,15.06,26.33,248,NORMAL,26.33,20,3
2025-03-20T21:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,145.37,27.35,310.33,21.76,0.063,54.41,0.9792,499.42,0.02,13.54,26.25,246,NORMAL,26.25,21,3
2025-03-20T21:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,147.94,27.91,314.84,22.4,0.042,54.88,0.9774,497.84,0.022,16.09,26.63,261,NORMAL,26.63,21,3
2025-03-20T21:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.95,28.09,319.09,27.21,0.034,54.36,0.9788,495.06,0.023,14.11,26.08,247,NORMAL,26.08,21,3
2025-03-20T21:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,150.29,27.48,318.93,23.65,0.07,53.17,0.9789,497.19,0.022,12.61,26.45,249,NORMAL,26.45,21,3
2025-03-20T22:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,149.46,27.77,324.75,25.78,0.036,53.69,0.9783,499.7,0.021,15.68,26.34,247,NORMAL,26.34,22,3
2025-03-20T22:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,153.24,28.66,312.4,26.15,0.045,53.57,0.9774,495.14,0.022,20.9,26.69,262,NORMAL,26.69,22,3
2025-03-20T22:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,154.38,27.52,310.77,26.58,0.069,55.48,0.9782,499.3,0.022,15.98,26.18,248,NORMAL,26.18,22,3
2025-03-20T22:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,150.29,27.48,318.93,23.65,0.07,53.17,0.9301,388.76,0.094,12.61,26.55,250,NORMAL,26.55,22,3
2025-03-20T23:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,152.9,27.3,314.72,27.67,0.064,56.59,0.9779,495.62,0.022,13.45,26.42,248,NORMAL,26.42,23,3
2025-03-20T23:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,152.6,28.37,313.33,24.79,0.072,54.74,0.9781,497.31,0.021,15.86,26.79,263,NORMAL,26.79,23,3
2025-03-20T23:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,155.17,27.51,315.13,27.52,0.051,54.21,0.9794,495.01,0.022,12.95,26.24,248,NORMAL,26.24,23,3
2025-03-20T23:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.36,27.11,323.88,21.8,0.067,56.53,0.9796,496.57,0.022,16.62,26.65,251,NORMAL,26.65,23,3
2025-03-21T00:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,148.04,27.83,312.94,26.23,0.032,56.7,0.9777,498.42,0.02,14.63,26.48,248,NORMAL,26.48,0,4
2025-03-21T00:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,147.07,27.25,319.44,27.9,0.037,53.88,0.9794,498.98,0.021,15.0,26.87,263,NORMAL,26.87,0,4
2025-03-21T00:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,152.87,27.29,325.6,22.49,0.053,55.41,0.9798,497.09,0.022,12.26,26.36,249,NORMAL,26.36,0,4
2025-03-21T00:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.16,27.31,309.96,28.05,0.029,54.68,0.9774,496.98,0.02,14.22,26.76,253,NORMAL,26.76,0,4
2025-03-21T01:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,153.39,28.04,319.48,22.28,0.058,56.71,0.9796,495.42,0.02,18.15,26.55,248,NORMAL,26.55,1,4
2025-03-21T01:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,147.39,28.43,311.23,26.91,0.063,55.49,0.9784,498.04,0.023,16.5,26.93,264,NORMAL,26.93,1,4
2025-03-21T01:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,146.59,28.41,314.25,25.2,0.034,53.75,0.9786,494.77,0.023,20.23,26.43,250,NORMAL,26.43,1,4
2025-03-21T01:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,154.53,28.67,315.13,23.46,0.035,56.09,0.9793,494.79,0.02,20.11,26.87,254,NORMAL,26.87,1,4
2025-03-21T02:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,147.29,28.46,317.01,24.56,0.056,54.44,0.9788,494.99,0.023,21.41,26.66,249,NORMAL,26.66,2,4
2025-03-21T02:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,147.39,28.43,311.23,26.91,0.125,49.16,0.9784,498.04,0.023,16.5,27.02,265,NORMAL,27.02,2,4
2025-03-21T02:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,146.59,28.41,363.63,34.84,0.034,53.75,0.9786,494.77,0.023,20.23,26.49,250,NORMAL,26.49,2,4
2025-03-21T02:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,148.77,27.27,317.54,27.51,0.049,55.33,0.9777,495.32,0.02,18.32,26.94,255,NORMAL,26.94,2,4
2025-03-21T03:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,137.23,30.55,358.41,24.56,0.056,54.44,0.9788,494.99,0.023,21.41,26.77,251,NORMAL,26.77,3,4
2025-03-21T03:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,148.82,26.96,310.78,26.58,0.049,56.74,0.9782,498.09,0.021,12.34,27.08,265,NORMAL,27.08,3,4
2025-03-21T03:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,153.05,28.84,320.58,24.61,0.064,55.88,0.9787,498.11,0.022,19.23,26.54,250,NORMAL,26.54,3,4
2025-03-21T03:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,149.09,28.95,309.69,23.55,0.035,54.29,0.9777,499.92,0.023,20.38,27.04,256,NORMAL,27.04,3,4
2025-03-21T04:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,153.25,28.31,323.89,27.59,0.027,54.01,0.9786,494.84,0.021,17.22,26.86,252,NORMAL,26.86,4,4
2025-03-21T04:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,145.68,27.47,327.27,24.97,0.035,53.88,0.9778,499.46,0.022,21.34,27.15,266,NORMAL,27.15,4,4
2025-03-21T04:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,147.4,27.04,311.22,27.91,0.047,54.82,0.9792,498.5,0.021,15.86,26.59,250,NORMAL,26.59,4,4
2025-03-21T04:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,145.87,28.68,329.54,21.87,0.07,53.44,0.979,496.08,0.022,20.26,27.11,257,NORMAL,27.11,4,4
2025-03-21T05:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,147.3,27.17,310.8,22.14,0.028,55.21,0.978,498.16,0.023,21.68,26.95,253,NORMAL,26.95,5,4
2025-03-21T05:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.45,29.0,314.87,26.31,0.066,54.83,0.9797,499.89,0.02,15.57,27.2,266,NORMAL,27.2,5,4
2025-03-21T05:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.11,28.55,328.51,23.49,0.064,53.47,0.9775,496.81,0.02,15.86,26.68,251,NORMAL,26.68,5,4
2025-03-21T05:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,145.87,28.68,348.87,37.11,0.07,53.44,0.979,496.08,0.022,20.26,27.19,258,NORMAL,27.19,5,4
2025-03-21T06:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,153.41,27.88,314.83,25.71,0.062,56.8,0.9793,499.58,0.022,21.85,27.07,254,NORMAL,27.07,6,4
2025-03-21T06:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,148.67,27.19,329.83,25.09,0.029,56.44,0.9785,496.19,0.021,14.29,27.25,266,NORMAL,27.25,6,4
2025-03-21T06:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,154.92,27.62,321.28,26.09,0.041,54.88,0.9785,497.41,0.02,19.77,26.76,252,NORMAL,26.76,6,4
2025-03-21T06:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,146.36,28.91,317.3,23.66,0.067,54.8,0.9793,495.27,0.021,19.13,27.23,258,NORMAL,27.23,6,4
2025-03-21T07:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,148.5,27.01,315.71,27.84,0.034,56.01,0.9795,494.17,0.022,17.08,27.19,256,NORMAL,27.19,7,4
2025-03-21T07:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,147.09,28.08,327.33,28.0,0.035,56.33,0.9789,499.16,0.021,18.24,27.32,267,NORMAL,27.32,7,4
2025-03-21T07:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,149.14,27.92,311.65,26.32,0.065,54.26,0.9787,499.7,0.02,15.85,26.82,253,NORMAL,26.82,7,4
2025-03-21T07:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,150.34,26.98,324.87,23.22,0.052,54.35,0.9771,495.73,0.021,20.38,27.28,258,NORMAL,27.28,7,4
2025-03-21T08:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,153.18,27.58,328.78,26.14,0.043,55.06,0.9774,497.31,0.021,20.26,27.27,257,NORMAL,27.27,8,4
2025-03-21T08:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.13,28.41,330.67,24.09,0.033,55.75,0.9772,496.27,0.022,19.99,27.42,268,NORMAL,27.42,8,4
2025-03-21T08:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.51,27.3,313.75,27.17,0.056,55.2,0.9783,497.95,0.021,12.8,26.9,254,NORMAL,26.9,8,4
2025-03-21T08:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,145.38,27.65,318.86,25.25,0.032,56.7,0.9777,497.72,0.022,17.91,27.36,259,NORMAL,27.36,8,4
2025-03-21T09:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,167.33,30.46,344.3,26.14,0.043,55.06,0.9774,497.31,0.021,20.26,27.38,258,NORMAL,27.38,9,4
2025-03-21T09:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,148.3,28.1,314.96,23.21,0.042,54.0,0.9771,499.37,0.02,22.51,27.51,269,NORMAL,27.51,9,4
2025-03-21T09:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.63,28.79,317.64,25.54,0.064,54.1,0.9794,497.64,0.02,19.94,27.01,255,NORMAL,27.01,9,4
2025-03-21T09:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,150.56,27.77,310.66,28.19,0.036,53.47,0.9795,494.09,0.022,18.42,27.46,260,NORMAL,27.46,9,4
2025-03-21T10:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,167.33,30.46,344.3,26.14,0.097,45.98,0.9774,497.31,0.021,20.26,27.5,259,FAILURE,27.5,10,4
2025-03-21T10:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,152.27,28.68,330.24,26.51,0.043,56.13,0.9787,499.59,0.021,14.08,27.63,271,NORMAL,27.63,10,4
2025-03-21T10:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,147.51,27.67,322.64,27.35,0.035,53.99,0.9788,498.18,0.021,18.91,27.12,257,NORMAL,27.12,10,4
2025-03-21T10:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,154.62,28.24,322.8,22.68,0.052,56.88,0.9775,499.68,0.022,22.62,27.58,262,NORMAL,27.58,10,4
2025-03-21T11:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,149.66,27.67,314.71,25.35,0.052,55.69,0.9794,495.16,0.023,12.99,27.61,260,NORMAL,27.61,11,4
2025-03-21T11:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,150.36,27.75,329.02,24.52,0.047,55.66,0.9779,498.88,0.022,21.4,27.68,271,NORMAL,27.68,11,4
2025-03-21T11:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,149.13,28.2,326.69,27.49,0.028,55.57,0.9798,499.33,0.022,11.67,27.21,258,NORMAL,27.21,11,4
2025-03-21T11:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,144.9,28.29,320.29,26.51,0.043,55.53,0.9771,494.67,0.021,22.18,27.68,263,NORMAL,27.68,11,4
2025-03-21T12:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,145.79,28.17,316.44,24.71,0.073,54.43,0.9778,498.35,0.02,14.31,27.73,261,NORMAL,27.73,12,4
2025-03-21T12:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,146.54,27.35,329.64,23.11,0.072,56.1,0.9773,499.75,0.02,20.95,27.79,272,NORMAL,27.79,12,4
2025-03-21T12:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,147.6,27.24,322.04,25.92,0.04,55.53,0.9791,499.13,0.02,16.51,27.29,259,NORMAL,27.29,12,4
2025-03-21T12:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,155.05,27.1,321.25,27.47,0.065,53.49,0.9799,499.99,0.02,23.02,27.79,265,NORMAL,27.79,12,4
2025-03-21T13:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,160.7,25.62,346.02,24.71,0.073,54.43,0.9778,498.35,0.02,14.31,27.82,262,NORMAL,27.82,13,4
2025-03-21T13:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,148.48,27.21,318.38,26.41,0.054,55.05,0.9792,494.77,0.021,21.0,27.85,272,NORMAL,27.85,13,4
2025-03-21T13:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.23,28.65,326.48,26.49,0.027,55.82,0.9781,496.51,0.022,15.26,27.36,260,NORMAL,27.36,13,4
2025-03-21T13:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.64,27.17,322.47,26.88,0.054,53.39,0.9777,497.19,0.022,22.37,27.85,265,NORMAL,27.85,13,4
2025-03-21T14:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,145.84,27.6,325.47,22.34,0.065,53.83,0.9799,495.35,0.022,17.3,27.91,263,NORMAL,27.91,14,4
2025-03-21T14:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,151.25,28.14,318.34,26.4,0.065,53.29,0.9782,497.32,0.022,18.05,27.93,273,NORMAL,27.93,14,4
2025-03-21T14:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,145.93,28.2,321.71,22.74,0.058,54.38,0.9773,495.01,0.022,16.84,27.41,260,NORMAL,27.41,14,4
2025-03-21T14:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,147.1,27.39,325.18,22.15,0.03,53.95,0.9793,497.0,0.023,15.23,27.95,266,NORMAL,27.95,14,4
2025-03-21T15:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,137.44,30.65,346.31,22.34,0.065,53.83,0.9799,495.35,0.022,17.3,28.01,264,NORMAL,28.01,15,4
2025-03-21T15:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.77,28.72,324.88,28.36,0.035,54.45,0.9799,496.53,0.02,17.86,28.01,274,NORMAL,28.01,15,4
2025-03-21T15:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,146.59,28.54,311.7,22.59,0.071,54.53,0.9798,499.68,0.022,12.98,27.48,260,NORMAL,27.48,15,4
2025-03-21T15:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,154.85,28.09,315.1,25.94,0.052,55.64,0.9793,499.14,0.022,15.11,28.06,268,NORMAL,28.06,15,4
2025-03-21T16:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,149.99,28.76,310.24,23.67,0.065,56.19,0.9775,495.44,0.022,17.36,28.08,264,NORMAL,28.08,16,4
2025-03-21T16:19:48.025867,BAT-ASM-cb1136,BATTERY_ASSEMBLY,147.86,28.92,330.3,27.23,0.066,54.35,0.9785,496.71,0.021,16.87,28.12,276,NORMAL,28.12,16,4
2025-03-21T16:19:48.025867,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,153.91,28.27,323.43,21.68,0.042,55.01,0.9773,499.17,0.022,14.6,27.54,260,NORMAL,27.54,16,4
2025-03-21T16:19:48.025867,BAT-ASM-44f453,BATTERY_ASSEMBLY,154.57,29.03,311.89,25.34,0.053,53.66,0.9773,499.96,0.021,21.47,28.14,269,NORMAL,28.14,16,4
2025-03-21T17:19:48.025867,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,148.41,28.19,325.81,25.2,0.046,53.5,0.9796,497.06,0.021,15.23,28.19,266,NORMAL,28.19,17,4
