timestamp,machine_id,machine_type,spindle_speed_rpm,cutting_force_n,motor_temperature_celsius,coolant_temperature_celsius,coolant_flow_rate_l_min,vibration_mm_per_s,tool_wear_percent,operation_time_hours,parts_produced,status,time_since_maintenance,hour_of_day,day_of_week
2025-03-17T16:28:33.657201,CNC-601eea,CNC_MACHINE,4937.54,122.42,71.31,25.64,3.5,0.171,19.89,45.42,538,NORMAL,45.42,16,0
2025-03-17T17:28:33.657201,CNC-cd1809,CNC_MACHINE,5151.75,118.52,65.86,26.41,3.6,0.357,15.85,43.59,523,NORMAL,43.59,17,0
2025-03-17T17:28:33.657201,CNC-714ac9,CNC_MACHINE,5622.77,117.54,75.64,24.38,3.45,0.556,23.03,44.32,537,FAILURE,44.32,17,0
2025-03-17T17:28:33.657201,CNC-2645fa,CNC_MACHINE,5210.37,114.6,72.43,26.21,3.45,0.338,14.71,44.23,556,NORMAL,44.23,17,0
2025-03-17T17:28:33.657201,CNC-601eea,CNC_MACHINE,4847.09,115.23,68.4,27.2,3.59,0.245,14.08,45.5,539,NORMAL,45.5,17,0
2025-03-17T18:28:33.657201,CNC-cd1809,CNC_MACHINE,5815.48,118.52,65.86,26.41,3.6,0.357,15.85,43.77,525,NORMAL,43.77,18,0
2025-03-17T18:28:33.657201,CNC-714ac9,CNC_MACHINE,5171.21,122.88,73.59,25.4,3.34,0.183,22.13,44.53,539,NORMAL,44.53,18,0
2025-03-17T18:28:33.657201,CNC-2645fa,CNC_MACHINE,4788.88,119.34,67.63,23.25,3.59,0.352,21.37,44.36,557,NORMAL,44.36,18,0
2025-03-17T18:28:33.657201,CNC-601eea,CNC_MACHINE,4988.3,116.32,66.97,24.21,3.57,0.269,17.37,45.71,541,NORMAL,45.71,18,0
2025-03-17T19:28:33.657201,CNC-cd1809,CNC_MACHINE,5052.84,129.39,64.19,26.66,3.44,0.184,17.4,43.95,526,NORMAL,43.95,19,0
2025-03-17T19:28:33.657201,CNC-714ac9,CNC_MACHINE,5171.21,122.88,73.59,25.4,3.34,1.556,22.13,44.64,542,NORMAL,44.64,19,0
2025-03-17T19:28:33.657201,CNC-2645fa,CNC_MACHINE,5077.26,127.76,68.9,25.58,3.58,0.608,21.59,44.49,558,NORMAL,44.49,19,0
2025-03-17T19:28:33.657201,CNC-601eea,CNC_MACHINE,4912.75,112.63,71.16,23.58,3.55,0.632,13.07,45.95,544,NORMAL,45.95,19,0
2025-03-17T20:28:33.657201,CNC-cd1809,CNC_MACHINE,4921.72,118.09,66.03,25.94,3.59,0.44,25.29,44.16,529,NORMAL,44.16,20,0
2025-03-17T20:28:33.657201,CNC-714ac9,CNC_MACHINE,5028.06,109.48,67.98,24.48,3.56,0.642,18.86,44.85,543,NORMAL,44.85,20,0
2025-03-17T20:28:33.657201,CNC-2645fa,CNC_MACHINE,4971.59,126.01,68.62,26.47,3.37,0.218,14.21,44.66,561,NORMAL,44.66,20,0
2025-03-17T20:28:33.657201,CNC-601eea,CNC_MACHINE,4924.16,124.73,70.74,23.34,3.39,0.458,15.82,46.15,547,NORMAL,46.15,20,0
2025-03-17T21:28:33.657201,CNC-cd1809,CNC_MACHINE,5025.2,120.54,66.23,26.65,3.62,0.224,24.66,44.38,532,NORMAL,44.38,21,0
2025-03-17T21:28:33.657201,CNC-714ac9,CNC_MACHINE,4982.9,109.51,67.94,24.56,3.55,0.262,21.41,45.09,546,NORMAL,45.09,21,0
2025-03-17T21:28:33.657201,CNC-2645fa,CNC_MACHINE,5024.44,120.54,70.0,25.17,3.37,0.312,15.58,44.78,562,NORMAL,44.78,21,0
2025-03-17T21:28:33.657201,CNC-601eea,CNC_MACHINE,5070.32,124.32,68.32,24.41,3.47,0.415,16.27,46.3,549,NORMAL,46.3,21,0
2025-03-17T22:28:33.657201,CNC-cd1809,CNC_MACHINE,4412.2,120.54,66.23,26.65,3.62,0.224,24.66,44.52,535,FAILURE,44.52,22,0
2025-03-17T22:28:33.657201,CNC-714ac9,CNC_MACHINE,4842.18,119.08,65.4,27.01,3.65,0.383,19.84,45.29,547,NORMAL,45.29,22,0
2025-03-17T22:28:33.657201,CNC-2645fa,CNC_MACHINE,5155.87,121.25,75.32,24.89,3.67,0.197,15.07,44.92,563,NORMAL,44.92,22,0
2025-03-17T22:28:33.657201,CNC-601eea,CNC_MACHINE,5070.32,124.32,68.32,24.41,3.47,1.788,16.27,46.42,552,FAILURE,46.42,22,0
2025-03-17T23:28:33.657201,CNC-cd1809,CNC_MACHINE,4842.61,126.91,74.95,26.38,3.61,0.525,25.34,44.72,538,NORMAL,44.72,23,0
2025-03-17T23:28:33.657201,CNC-714ac9,CNC_MACHINE,4973.71,125.65,66.39,23.88,3.63,0.236,14.49,45.42,549,NORMAL,45.42,23,0
2025-03-17T23:28:33.657201,CNC-2645fa,CNC_MACHINE,5007.42,115.3,68.27,25.13,3.36,0.36,17.94,45.0,565,NORMAL,45.0,23,0
2025-03-17T23:28:33.657201,CNC-601eea,CNC_MACHINE,4975.59,128.73,72.28,24.48,3.62,0.332,19.48,46.54,555,NORMAL,46.54,23,0
2025-03-18T00:28:33.657201,CNC-cd1809,CNC_MACHINE,5004.4,111.93,68.91,26.8,3.6,0.475,20.71,44.95,541,NORMAL,44.95,0,1
2025-03-18T00:28:33.657201,CNC-714ac9,CNC_MACHINE,5179.72,120.66,70.89,23.67,3.38,0.322,21.4,45.51,551,NORMAL,45.51,0,1
2025-03-18T00:28:33.657201,CNC-2645fa,CNC_MACHINE,5007.42,115.3,80.36,25.13,3.36,0.36,17.94,45.13,567,FAILURE,45.13,0,1
2025-03-18T00:28:33.657201,CNC-601eea,CNC_MACHINE,5147.19,128.84,68.0,23.74,3.35,0.266,15.47,46.71,556,NORMAL,46.71,0,1
2025-03-18T01:28:33.657201,CNC-cd1809,CNC_MACHINE,5015.55,122.7,74.6,25.49,3.55,0.227,16.67,45.18,542,NORMAL,45.18,1,1
2025-03-18T01:28:33.657201,CNC-714ac9,CNC_MACHINE,5186.05,109.62,68.33,23.23,3.51,0.289,22.93,45.6,554,NORMAL,45.6,1,1
2025-03-18T01:28:33.657201,CNC-2645fa,CNC_MACHINE,4851.41,113.31,75.16,23.87,3.52,0.491,21.27,45.28,568,NORMAL,45.28,1,1
2025-03-18T01:28:33.657201,CNC-601eea,CNC_MACHINE,4843.48,115.35,67.06,25.66,3.38,0.322,20.77,46.88,558,NORMAL,46.88,1,1
2025-03-18T02:28:33.657201,CNC-cd1809,CNC_MACHINE,4811.62,121.58,67.91,26.37,3.49,0.275,25.1,45.27,543,NORMAL,45.27,2,1
2025-03-18T02:28:33.657201,CNC-714ac9,CNC_MACHINE,4936.95,119.25,68.76,25.87,3.45,0.565,19.39,45.71,555,NORMAL,45.71,2,1
2025-03-18T02:28:33.657201,CNC-2645fa,CNC_MACHINE,4913.22,110.45,65.1,26.23,3.35,0.55,14.01,45.43,569,NORMAL,45.43,2,1
2025-03-18T02:28:33.657201,CNC-601eea,CNC_MACHINE,5044.1,130.05,70.6,23.03,3.4,0.467,13.57,47.06,561,NORMAL,47.06,2,1
2025-03-18T03:28:33.657201,CNC-cd1809,CNC_MACHINE,5189.99,119.63,64.25,26.44,3.67,0.185,21.15,45.46,546,NORMAL,45.46,3,1
2025-03-18T03:28:33.657201,CNC-714ac9,CNC_MACHINE,5058.9,114.31,68.73,26.28,3.56,0.622,18.43,45.95,557,NORMAL,45.95,3,1
2025-03-18T03:28:33.657201,CNC-2645fa,CNC_MACHINE,4816.37,118.65,71.37,23.49,3.53,0.447,20.24,45.67,572,NORMAL,45.67,3,1
2025-03-18T03:28:33.657201,CNC-601eea,CNC_MACHINE,4988.02,130.24,74.01,23.35,3.44,0.498,18.85,47.3,563,NORMAL,47.3,3,1
2025-03-18T04:28:33.657201,CNC-cd1809,CNC_MACHINE,4880.81,126.81,65.48,26.57,3.39,0.213,26.53,45.56,549,NORMAL,45.56,4,1
2025-03-18T04:28:33.657201,CNC-714ac9,CNC_MACHINE,4841.7,127.49,68.89,24.94,3.55,0.233,14.97,46.12,559,NORMAL,46.12,4,1
2025-03-18T04:28:33.657201,CNC-2645fa,CNC_MACHINE,4305.54,118.65,71.37,23.49,3.53,0.447,20.24,45.76,574,NORMAL,45.76,4,1
2025-03-18T04:28:33.657201,CNC-601eea,CNC_MACHINE,4911.41,118.02,73.51,25.39,3.65,0.246,19.37,47.48,565,NORMAL,47.48,4,1
2025-03-18T05:28:33.657201,CNC-cd1809,CNC_MACHINE,4806.53,129.9,65.86,24.88,3.48,0.21,21.14,45.73,552,NORMAL,45.73,5,1
2025-03-18T05:28:33.657201,CNC-714ac9,CNC_MACHINE,4980.18,111.73,67.16,27.15,3.52,0.464,19.24,46.22,560,NORMAL,46.22,5,1
2025-03-18T05:28:33.657201,CNC-2645fa,CNC_MACHINE,5107.02,127.02,74.22,26.87,3.61,0.356,17.47,45.88,576,NORMAL,45.88,5,1
2025-03-18T05:28:33.657201,CNC-601eea,CNC_MACHINE,4862.29,116.14,67.35,25.82,3.46,0.624,13.21,47.73,567,NORMAL,47.73,5,1
2025-03-18T06:28:33.657201,CNC-cd1809,CNC_MACHINE,5036.04,119.99,71.5,24.42,3.34,0.543,18.74,45.93,554,NORMAL,45.93,6,1
2025-03-18T06:28:33.657201,CNC-714ac9,CNC_MACHINE,5561.25,111.73,67.16,27.15,3.52,0.464,19.24,46.4,563,NORMAL,46.4,6,1
2025-03-18T06:28:33.657201,CNC-2645fa,CNC_MACHINE,5093.94,123.6,68.79,26.73,3.6,0.529,20.0,46.01,577,NORMAL,46.01,6,1
2025-03-18T06:28:33.657201,CNC-601eea,CNC_MACHINE,4865.71,111.95,71.89,23.63,3.68,0.617,21.29,47.85,569,NORMAL,47.85,6,1
2025-03-18T07:28:33.657201,CNC-cd1809,CNC_MACHINE,5080.9,115.49,73.44,27.05,3.59,0.605,23.16,46.13,555,NORMAL,46.13,7,1
2025-03-18T07:28:33.657201,CNC-714ac9,CNC_MACHINE,5178.59,121.36,69.96,24.96,3.66,0.471,16.24,46.59,565,NORMAL,46.59,7,1
2025-03-18T07:28:33.657201,CNC-2645fa,CNC_MACHINE,5009.1,116.65,70.54,26.55,3.41,0.294,16.69,46.09,579,NORMAL,46.09,7,1
2025-03-18T07:28:33.657201,CNC-601eea,CNC_MACHINE,4909.08,114.86,72.58,23.21,3.34,0.439,21.51,48.04,571,NORMAL,48.04,7,1
2025-03-18T08:28:33.657201,CNC-cd1809,CNC_MACHINE,5054.61,121.5,66.28,25.72,3.64,0.309,25.41,46.29,557,NORMAL,46.29,8,1
2025-03-18T08:28:33.657201,CNC-714ac9,CNC_MACHINE,5201.09,123.75,73.65,26.12,3.38,0.516,20.96,46.74,567,NORMAL,46.74,8,1
2025-03-18T08:28:33.657201,CNC-2645fa,CNC_MACHINE,4967.76,129.56,72.18,22.99,3.52,0.275,16.88,46.34,581,NORMAL,46.34,8,1
2025-03-18T08:28:33.657201,CNC-601eea,CNC_MACHINE,5115.53,127.15,68.41,26.76,3.54,0.598,14.76,48.2,573,NORMAL,48.2,8,1
2025-03-18T09:28:33.657201,CNC-cd1809,CNC_MACHINE,4927.46,130.73,65.34,24.72,3.37,0.424,23.3,46.45,560,NORMAL,46.45,9,1
2025-03-18T09:28:33.657201,CNC-714ac9,CNC_MACHINE,5186.81,114.22,66.91,22.86,3.37,0.39,20.01,46.94,570,NORMAL,46.94,9,1
2025-03-18T09:28:33.657201,CNC-2645fa,CNC_MACHINE,4893.44,113.14,71.75,24.5,3.53,0.205,16.46,46.42,582,NORMAL,46.42,9,1
2025-03-18T09:28:33.657201,CNC-601eea,CNC_MACHINE,4921.78,127.32,67.87,25.62,3.57,0.267,18.36,48.34,576,NORMAL,48.34,9,1
2025-03-18T10:28:33.657201,CNC-cd1809,CNC_MACHINE,5026.68,128.55,76.11,24.74,3.48,0.483,20.05,46.68,561,NORMAL,46.68,10,1
2025-03-18T10:28:33.657201,CNC-714ac9,CNC_MACHINE,5164.05,114.85,71.91,26.93,3.51,0.473,22.44,47.06,572,NORMAL,47.06,10,1
2025-03-18T10:28:33.657201,CNC-2645fa,CNC_MACHINE,5078.46,124.99,67.68,26.03,3.59,0.511,18.16,46.58,584,NORMAL,46.58,10,1
2025-03-18T10:28:33.657201,CNC-601eea,CNC_MACHINE,4866.5,119.25,67.02,24.33,3.57,0.619,21.45,48.43,579,NORMAL,48.43,10,1
2025-03-18T11:28:33.657201,CNC-cd1809,CNC_MACHINE,5141.14,111.42,67.68,26.33,3.57,0.232,18.83,46.89,562,NORMAL,46.89,11,1
2025-03-18T11:28:33.657201,CNC-714ac9,CNC_MACHINE,4827.49,122.2,74.46,26.89,3.44,0.553,15.87,47.26,575,NORMAL,47.26,11,1
2025-03-18T11:28:33.657201,CNC-2645fa,CNC_MACHINE,4963.42,121.07,75.63,25.63,3.62,0.611,22.11,46.7,587,NORMAL,46.7,11,1
2025-03-18T11:28:33.657201,CNC-601eea,CNC_MACHINE,4994.78,113.24,68.3,23.03,3.33,0.411,17.88,48.52,580,NORMAL,48.52,11,1
2025-03-18T12:28:33.657201,CNC-cd1809,CNC_MACHINE,5032.15,131.21,67.95,24.08,3.43,0.477,26.65,47.09,564,NORMAL,47.09,12,1
2025-03-18T12:28:33.657201,CNC-714ac9,CNC_MACHINE,4814.26,119.27,64.12,24.67,3.44,0.629,15.88,47.49,577,NORMAL,47.49,12,1
2025-03-18T12:28:33.657201,CNC-2645fa,CNC_MACHINE,4825.93,125.09,67.53,23.24,3.33,0.544,20.3,46.95,589,NORMAL,46.95,12,1
2025-03-18T12:28:33.657201,CNC-601eea,CNC_MACHINE,4817.09,125.19,71.18,25.99,3.4,0.454,22.86,48.65,582,NORMAL,48.65,12,1
2025-03-18T13:28:33.657201,CNC-cd1809,CNC_MACHINE,5143.34,113.54,74.5,24.36,3.57,0.5,25.02,47.32,567,NORMAL,47.32,13,1
2025-03-18T13:28:33.657201,CNC-714ac9,CNC_MACHINE,4785.16,120.28,66.33,26.49,3.52,0.644,16.57,47.62,579,NORMAL,47.62,13,1
2025-03-18T13:28:33.657201,CNC-2645fa,CNC_MACHINE,5143.51,126.6,69.62,24.51,3.5,0.592,21.66,47.2,590,NORMAL,47.2,13,1
2025-03-18T13:28:33.657201,CNC-601eea,CNC_MACHINE,5700.98,125.19,71.18,25.99,3.4,0.454,22.86,48.85,585,FAILURE,48.85,13,1
2025-03-18T14:28:33.657201,CNC-cd1809,CNC_MACHINE,4942.15,109.47,72.42,23.41,3.64,0.214,21.83,47.47,568,NORMAL,47.47,14,1
2025-03-18T14:28:33.657201,CNC-714ac9,CNC_MACHINE,4785.16,120.28,66.33,26.49,3.52,1.241,16.57,47.8,580,NORMAL,47.8,14,1
2025-03-18T14:28:33.657201,CNC-2645fa,CNC_MACHINE,5115.47,117.11,72.36,26.03,3.38,0.169,22.45,47.45,593,NORMAL,47.45,14,1
2025-03-18T14:28:33.657201,CNC-601eea,CNC_MACHINE,4797.17,122.86,65.1,24.87,3.67,0.509,22.81,48.96,587,NORMAL,48.96,14,1
2025-03-18T15:28:33.657201,CNC-cd1809,CNC_MACHINE,5125.54,113.51,70.0,23.59,3.33,0.314,24.46,47.71,571,NORMAL,47.71,15,1
2025-03-18T15:28:33.657201,CNC-714ac9,CNC_MACHINE,5205.26,114.14,72.53,26.8,3.57,0.605,21.45,47.9,583,NORMAL,47.9,15,1
2025-03-18T15:28:33.657201,CNC-2645fa,CNC_MACHINE,5058.55,121.83,65.46,26.31,3.62,0.291,17.04,47.6,595,NORMAL,47.6,15,1
2025-03-18T15:28:33.657201,CNC-601eea,CNC_MACHINE,5055.37,119.39,66.06,27.12,3.33,0.227,23.19,49.14,590,NORMAL,49.14,15,1
2025-03-18T16:28:33.657201,CNC-cd1809,CNC_MACHINE,4818.1,113.44,72.79,26.0,3.54,0.513,23.8,47.83,572,NORMAL,47.83,16,1
2025-03-18T16:28:33.657201,CNC-714ac9,CNC_MACHINE,4929.2,117.16,68.76,25.23,3.35,0.527,15.05,47.99,584,NORMAL,47.99,16,1
2025-03-18T16:28:33.657201,CNC-2645fa,CNC_MACHINE,5186.22,125.92,66.31,26.01,3.55,0.621,16.92,47.82,597,NORMAL,47.82,16,1
2025-03-18T16:28:33.657201,CNC-601eea,CNC_MACHINE,4935.6,110.79,67.95,26.53,3.43,0.234,14.54,49.23,591,NORMAL,49.23,16,1
2025-03-18T17:28:33.657201,CNC-cd1809,CNC_MACHINE,4846.15,113.83,71.52,25.23,3.53,0.369,19.49,47.92,573,NORMAL,47.92,17,1
2025-03-18T17:28:33.657201,CNC-714ac9,CNC_MACHINE,4805.54,121.52,75.76,24.26,3.66,0.264,17.67,48.07,587,NORMAL,48.07,17,1
2025-03-18T17:28:33.657201,CNC-2645fa,CNC_MACHINE,5179.22,125.11,74.31,23.99,3.51,0.243,21.09,47.94,600,NORMAL,47.94,17,1
2025-03-18T17:28:33.657201,CNC-601eea,CNC_MACHINE,5058.02,116.67,69.3,25.21,3.66,0.347,19.69,49.43,594,NORMAL,49.43,17,1
2025-03-18T18:28:33.657201,CNC-cd1809,CNC_MACHINE,5085.69,111.0,70.77,24.57,3.48,0.368,27.34,48.07,576,NORMAL,48.07,18,1
2025-03-18T18:28:33.657201,CNC-714ac9,CNC_MACHINE,4817.59,118.44,64.4,24.68,3.33,0.464,19.95,48.23,590,NORMAL,48.23,18,1
2025-03-18T18:28:33.657201,CNC-2645fa,CNC_MACHINE,4988.57,124.65,66.04,23.79,3.67,0.497,13.5,48.13,603,NORMAL,48.13,18,1
2025-03-18T18:28:33.657201,CNC-601eea,CNC_MACHINE,5169.03,111.57,66.39,23.65,3.34,0.32,21.35,49.57,595,NORMAL,49.57,18,1
2025-03-18T19:28:33.657201,CNC-cd1809,CNC_MACHINE,4929.08,121.02,66.73,26.2,3.44,0.498,19.97,48.29,578,NORMAL,48.29,19,1
2025-03-18T19:28:33.657201,CNC-714ac9,CNC_MACHINE,5178.78,112.48,74.62,25.93,3.51,0.646,16.54,48.41,592,NORMAL,48.41,19,1
2025-03-18T19:28:33.657201,CNC-2645fa,CNC_MACHINE,4828.22,110.73,64.9,24.27,3.63,0.208,15.85,48.24,605,NORMAL,48.24,19,1
2025-03-18T19:28:33.657201,CNC-601eea,CNC_MACHINE,4932.95,114.68,66.19,25.34,3.43,0.158,18.5,49.78,598,NORMAL,49.78,19,1
2025-03-18T20:28:33.657201,CNC-cd1809,CNC_MACHINE,5037.77,122.62,64.91,25.52,3.61,0.371,19.32,48.5,579,NORMAL,48.5,20,1
2025-03-18T20:28:33.657201,CNC-714ac9,CNC_MACHINE,4809.35,112.83,71.37,22.96,3.59,0.249,15.95,48.63,594,NORMAL,48.63,20,1
2025-03-18T20:28:33.657201,CNC-2645fa,CNC_MACHINE,5047.12,111.72,70.05,24.67,3.65,0.375,15.72,48.35,606,NORMAL,48.35,20,1
2025-03-18T20:28:33.657201,CNC-601eea,CNC_MACHINE,5120.34,118.34,75.13,23.37,3.38,0.223,14.59,49.88,600,NORMAL,49.88,20,1
2025-03-18T21:28:33.657201,CNC-cd1809,CNC_MACHINE,4959.31,119.21,68.12,22.78,3.59,0.448,19.81,48.62,582,NORMAL,48.62,21,1
2025-03-18T21:28:33.657201,CNC-714ac9,CNC_MACHINE,5117.06,120.74,74.18,24.19,3.63,0.589,19.04,48.85,595,NORMAL,48.85,21,1
2025-03-18T21:28:33.657201,CNC-2645fa,CNC_MACHINE,5047.12,111.72,70.05,32.34,2.3,0.375,15.72,48.58,607,NORMAL,48.58,21,1
2025-03-18T21:28:33.657201,CNC-601eea,CNC_MACHINE,5064.27,122.01,74.95,25.86,3.47,0.458,20.54,49.98,602,NORMAL,49.98,21,1
2025-03-18T22:28:33.657201,CNC-cd1809,CNC_MACHINE,5063.75,121.01,64.95,23.81,3.49,0.563,24.7,48.8,583,NORMAL,48.8,22,1
2025-03-18T22:28:33.657201,CNC-714ac9,CNC_MACHINE,5175.16,121.28,71.93,24.66,3.65,0.384,19.9,49.05,598,NORMAL,49.05,22,1
2025-03-18T22:28:33.657201,CNC-2645fa,CNC_MACHINE,5057.87,127.28,68.63,23.5,3.36,0.167,20.07,48.74,608,NORMAL,48.74,22,1
2025-03-18T22:28:33.657201,CNC-601eea,CNC_MACHINE,5064.27,122.01,74.95,25.86,3.47,1.383,20.54,50.23,604,NORMAL,50.23,22,1
2025-03-18T23:28:33.657201,CNC-cd1809,CNC_MACHINE,5058.61,113.92,67.68,23.05,3.4,0.633,19.16,48.88,585,NORMAL,48.88,23,1
2025-03-18T23:28:33.657201,CNC-714ac9,CNC_MACHINE,5077.01,126.65,67.63,23.75,3.41,0.233,24.93,49.3,600,NORMAL,49.3,23,1
2025-03-18T23:28:33.657201,CNC-2645fa,CNC_MACHINE,5170.49,129.28,75.25,25.14,3.59,0.369,18.4,48.96,609,NORMAL,48.96,23,1
2025-03-18T23:28:33.657201,CNC-601eea,CNC_MACHINE,5147.61,126.94,65.96,25.68,3.41,0.473,15.98,50.32,607,NORMAL,50.32,23,1
2025-03-19T00:28:33.657201,CNC-cd1809,CNC_MACHINE,5174.32,119.89,68.51,24.39,3.59,0.184,22.65,49.06,587,NORMAL,49.06,0,2
2025-03-19T00:28:33.657201,CNC-714ac9,CNC_MACHINE,5034.25,111.96,75.0,24.02,3.61,0.487,19.14,49.47,603,NORMAL,49.47,0,2
2025-03-19T00:28:33.657201,CNC-2645fa,CNC_MACHINE,5005.11,125.45,72.48,26.29,3.38,0.595,19.22,49.06,611,NORMAL,49.06,0,2
2025-03-19T00:28:33.657201,CNC-601eea,CNC_MACHINE,4983.24,129.0,64.05,23.27,3.61,0.375,21.76,50.54,609,NORMAL,50.54,0,2
2025-03-19T01:28:33.657201,CNC-cd1809,CNC_MACHINE,4853.13,124.75,74.39,25.45,3.41,0.299,21.06,49.16,589,NORMAL,49.16,1,2
2025-03-19T01:28:33.657201,CNC-714ac9,CNC_MACHINE,4980.35,112.65,69.31,26.87,3.49,0.606,22.61,49.58,606,NORMAL,49.58,1,2
2025-03-19T01:28:33.657201,CNC-2645fa,CNC_MACHINE,4915.54,114.58,68.59,25.39,3.33,0.343,17.42,49.15,612,NORMAL,49.15,1,2
2025-03-19T01:28:33.657201,CNC-601eea,CNC_MACHINE,4830.38,126.68,68.59,25.93,3.34,0.627,21.6,50.71,612,NORMAL,50.71,1,2
2025-03-19T02:28:33.657201,CNC-cd1809,CNC_MACHINE,5132.13,128.27,67.78,26.08,3.34,0.258,26.48,49.39,592,NORMAL,49.39,2,2
2025-03-19T02:28:33.657201,CNC-714ac9,CNC_MACHINE,5044.37,124.22,73.77,23.82,3.57,0.209,20.6,49.78,607,NORMAL,49.78,2,2
2025-03-19T02:28:33.657201,CNC-2645fa,CNC_MACHINE,5002.11,129.58,66.38,24.18,3.45,0.179,21.71,49.26,615,NORMAL,49.26,2,2
2025-03-19T02:28:33.657201,CNC-601eea,CNC_MACHINE,4845.21,112.76,74.65,26.24,3.41,0.43,18.35,50.81,615,NORMAL,50.81,2,2
2025-03-19T03:28:33.657201,CNC-cd1809,CNC_MACHINE,4982.03,114.9,69.5,24.91,3.54,0.64,26.23,49.48,595,NORMAL,49.48,3,2
2025-03-19T03:28:33.657201,CNC-714ac9,CNC_MACHINE,4909.19,124.93,74.32,24.13,3.46,0.231,24.09,49.95,610,NORMAL,49.95,3,2
2025-03-19T03:28:33.657201,CNC-2645fa,CNC_MACHINE,5149.91,128.34,65.35,26.21,3.46,0.402,13.86,49.5,616,NORMAL,49.5,3,2
2025-03-19T03:28:33.657201,CNC-601eea,CNC_MACHINE,4845.21,112.76,74.65,26.24,3.41,1.561,18.35,50.96,618,NORMAL,50.96,3,2
2025-03-19T04:28:33.657201,CNC-cd1809,CNC_MACHINE,5033.48,120.54,69.94,23.08,3.47,0.552,19.96,49.63,598,NORMAL,49.63,4,2
2025-03-19T04:28:33.657201,CNC-714ac9,CNC_MACHINE,4979.84,109.37,69.81,23.28,3.36,0.235,24.59,50.19,613,NORMAL,50.19,4,2
2025-03-19T04:28:33.657201,CNC-2645fa,CNC_MACHINE,4928.43,118.99,67.38,24.57,3.4,0.435,16.53,49.61,618,NORMAL,49.61,4,2
2025-03-19T04:28:33.657201,CNC-601eea,CNC_MACHINE,4997.79,124.14,73.77,22.95,3.33,0.244,17.43,51.14,620,NORMAL,51.14,4,2
2025-03-19T05:28:33.657201,CNC-cd1809,CNC_MACHINE,4892.01,131.1,73.78,23.36,3.38,0.534,21.72,49.78,601,NORMAL,49.78,5,2
2025-03-19T05:28:33.657201,CNC-714ac9,CNC_MACHINE,4935.33,128.65,65.18,25.35,3.44,0.38,18.2,50.42,615,NORMAL,50.42,5,2
2025-03-19T05:28:33.657201,CNC-2645fa,CNC_MACHINE,4825.03,129.17,73.21,24.62,3.62,0.477,13.99,49.85,620,NORMAL,49.85,5,2
2025-03-19T05:28:33.657201,CNC-601eea,CNC_MACHINE,5101.74,121.01,72.61,26.86,3.47,0.187,24.39,51.34,621,NORMAL,51.34,5,2
2025-03-19T06:28:33.657201,CNC-cd1809,CNC_MACHINE,4845.82,117.76,71.44,26.82,3.34,0.236,20.98,50.02,602,NORMAL,50.02,6,2
2025-03-19T06:28:33.657201,CNC-714ac9,CNC_MACHINE,5204.54,127.1,70.69,24.36,3.59,0.535,24.46,50.66,616,NORMAL,50.66,6,2
2025-03-19T06:28:33.657201,CNC-2645fa,CNC_MACHINE,4903.59,114.6,69.03,24.79,3.53,0.222,22.39,50.04,621,NORMAL,50.04,6,2
2025-03-19T06:28:33.657201,CNC-601eea,CNC_MACHINE,5051.42,127.12,68.15,25.3,3.42,0.319,16.87,51.56,622,NORMAL,51.56,6,2
2025-03-19T07:28:33.657201,CNC-cd1809,CNC_MACHINE,4839.22,118.13,73.63,26.02,3.42,0.615,28.47,50.13,605,NORMAL,50.13,7,2
2025-03-19T07:28:33.657201,CNC-714ac9,CNC_MACHINE,5204.54,127.1,70.69,24.36,3.59,1.803,24.46,50.82,618,NORMAL,50.82,7,2
2025-03-19T07:28:33.657201,CNC-2645fa,CNC_MACHINE,4999.5,118.92,66.68,23.39,3.68,0.376,22.42,50.25,624,NORMAL,50.25,7,2
2025-03-19T07:28:33.657201,CNC-601eea,CNC_MACHINE,4832.32,110.75,70.8,23.92,3.57,0.276,17.64,51.75,624,NORMAL,51.75,7,2
2025-03-19T08:28:33.657201,CNC-cd1809,CNC_MACHINE,5173.31,123.71,65.14,24.45,3.6,0.47,20.43,50.28,606,NORMAL,50.28,8,2
2025-03-19T08:28:33.657201,CNC-714ac9,CNC_MACHINE,5146.29,109.28,73.25,25.42,3.49,0.469,25.21,50.91,620,NORMAL,50.91,8,2
2025-03-19T08:28:33.657201,CNC-2645fa,CNC_MACHINE,4832.16,130.03,64.84,27.2,3.53,0.469,18.64,50.46,627,NORMAL,50.46,8,2
2025-03-19T08:28:33.657201,CNC-601eea,CNC_MACHINE,5123.18,114.04,74.23,22.82,3.51,0.211,22.81,52.0,626,NORMAL,52.0,8,2
2025-03-19T09:28:33.657201,CNC-cd1809,CNC_MACHINE,5029.44,114.69,70.06,24.56,3.6,0.334,27.86,50.52,609,NORMAL,50.52,9,2
2025-03-19T09:28:33.657201,CNC-714ac9,CNC_MACHINE,4946.67,129.7,75.29,25.57,3.58,0.47,20.21,51.0,623,NORMAL,51.0,9,2
2025-03-19T09:28:33.657201,CNC-2645fa,CNC_MACHINE,4856.53,115.8,71.25,26.8,3.4,0.391,17.37,50.6,630,NORMAL,50.6,9,2
2025-03-19T09:28:33.657201,CNC-601eea,CNC_MACHINE,5032.81,118.51,64.53,26.43,3.6,0.564,19.13,52.19,628,NORMAL,52.19,9,2
